id,store_id,name,description,phone,whatsapp,google_maps,facebook,instagram,tiktok,monday,tuesday,wednesday,thursday,friday,saturday,sunday,payment_methods,cover_image,active,created_at
1,N001,Rangel Food Station,,5537188914,5537188914,https://maps.app.goo.gl/ia5X8Ud64bfJ2J3R6,,,,18:30:00-00:30:00,18:30:00-00:30:00,18:30:00-00:30:00,18:30:00-00:30:00,18:30:00-00:30:00,18:30:00-00:30:00,18:30:00-00:30:00,"Efectivo, Tarjeta y Transferencia",N001.png,True,2026-07-29 01:54:36.656404
